"nflId","height","weight","birthDate","collegeName","Position","displayName"
41366,"6-4",313,"1991-04-30","Furman","G","Dakota Dozier"
43640,"6-6",313,"1992-01-12","Southern Mississippi","T","Rashod Hill"
46131,"6-7",297,"1995-09-15","Pittsburgh","T","Brian O'Neill"
47897,"6-5",308,"1997-08-22","Oklahoma","G","Dru Samia"
47929,"6-2",203,"1996-02-09","Penn State","CB","Amani Oruwariye"
47976,"6-5",323,"1997-02-14","Elon","T","Olisaemeka Udoh"
48462,"6-4",285,"1996-08-05","Texas-San Antonio","DT","Kevin Strong"
52466,"6-6",310,"1998-05-08","Boise State","G","Ezra Cleveland"
46112,"5-11",212,"1997-06-30","Auburn","RB","Kerryon Johnson"
52574,"6-1",205,"1998-04-01","Wisconsin","WR","Quintez Cephus"
52910,"6-2",239,"1998-08-20","Washington","TE","Hunter Bryant"
35539,"6-3",273,"1987-12-22","Southern California","DE","Everson Griffen"
48495,"5-9",188,"1997-08-19","Appalachian State","CB","Tae Hayes"
38613,"6-2",215,"1989-08-22","Rutgers","WR","Mohamed Sanu"
42355,"6-2",345,"1993-08-20","Washington","DT","Danny Shelton"
37211,"5-10",242,"1988-12-11","Connecticut","RB","Anthony Sherman"
42663,"6-2",205,"1993-04-06","Alabama-Birmingham","P","Ty Long"
43845,"6-3",230,"1993-01-30","California","TE","Stephen Anderson"
43986,"6-0",190,"1993-01-24","South Carolina State","CB","Antonio Hamilton"
44202,"6-0",200,"1993-06-14","Regina, Can.","CB","Tevaughn Campbell"
45362,"6-3",207,"1993-02-24","Alabama","WR","Gehrig Dieter"
45516,"6-3",229,"1994-10-31","Illinois State","MLB","B.J. Bello"
46193,"5-11",205,"1996-03-19","Texas A&amp;M","SS","Armani Watts"
46445,"6-4",251,"1995-05-02","Grand Valley State","TE","Nick Keizer"
46522,"6-1",205,"1993-11-17","Kansas State","WR","Byron Pringle"
46526,"5-11",224,"1995-04-15","Louisiana State","RB","Darrel Williams"
46729,"6-2",197,"1994-09-08","Virginia Tech","CB","Brandon Facyson"
47846,"6-0",205,"1995-10-19","Virginia","FS","Juan Thornhill"
47983,"6-2",245,"1996-10-13","Houston","OLB","Emeke Egbule"
47984,"5-11",188,"1997-02-17","South Carolina","CB","Rashad Fenton"
48259,"6-2",238,"1996-01-17","Middle Tennessee","ILB","Darius Harris"
52471,"6-2",235,"1998-02-15","Mississippi State","OLB","Willie Gay"
52594,"5-11",202,"1997-09-17","Notre Dame","SS","Alohi Gilman"
52801,"6-2",195,"1998-03-10","Western Carolina","DB","John Brannon"
52802,"6-2",225,"1997-07-30","Army","LB","Cole Christiansen"
52808,"6-3",240,"1997-01-31","Liberty","DE","Jessie Lemonier"
52810,"6-3",243,"1997-11-05","Florida State","RB","Gabe Nabers"
35485,"6-4",329,"1988-10-10","East Carolina","NT","Linval Joseph"
37123,"6-3",305,"1989-03-22","Penn State","G","Stefen Wisniewski"
37238,"6-3",291,"1987-12-18","Appalachian State","C","Daniel Kilgore"
40346,"6-4",327,"1989-12-29","Michigan","G","Patrick Omameh"
40608,"6-2",293,"1989-02-06","Alabama","NT","Damion Square"
40994,"6-3",240,"1989-08-06","Oklahoma","LS","James Winchester"
45038,"6-4",280,"1995-04-22","Notre Dame","DE","Isaac Rochell"
45046,"6-4",205,"1995-07-14","Georgia Tech","K","Harrison Butker"
45571,"6-2",196,"1995-01-06","Brigham Young","CB","Michael Davis"
46149,"6-5",311,"1994-10-20","Mississippi State","T","Martinas Rankin"
46544,"6-4",255,"1995-03-06","Western Kentucky","TE","Deon Yelder"
47811,"6-6",295,"1996-10-08","Notre Dame","DT","Jerry Tillery"
47843,"6-0",206,"1997-05-31","Delaware","FS","Nasir Adderley"
47999,"6-4",320,"1996-04-21","Illinois","G","Nick Allegretti"
48025,"6-2",293,"1996-09-02","Cincinnati","DT","Cortez Broughton"
52431,"6-3",234,"1998-11-16","Oklahoma","OLB","Kenneth Murray"
52783,"6-7",330,"1998-05-21","Missouri","T","Yasir Durant"
52791,"6-2",176,"1996-11-12","Florida","P","Tommy Townsend"
43376,"6-2",235,"1993-08-20","Utah State","OLB","Nick Vigil"
46200,"6-2",230,"1995-12-22","Arizona State","RB","Kalen Ballage"
47813,"5-11",180,"1997-09-04","Georgia","CB","Deandre Baker"
48580,"6-6",260,"1995-11-09","Michigan State","TE","Matt Sokol"
41595,"6-4",332,"1991-05-09","Colorado State-Pueblo","NT","Mike Pennel"
42470,"6-0",243,"1993-05-28","Minnesota","OLB","Damien Wilson"
43459,"6-7",300,"1994-03-13","Harvard","C","Cole Toner"
44850,"6-4",309,"1994-02-20","Western Kentucky","G","Forrest Lamp"
44871,"6-7",289,"1994-06-14","Villanova","DE","Tanoh Kpassagnon"
44883,"6-4",310,"1994-05-29","Indiana","G","Dan Feeney"
45630,"6-7",317,"1994-05-16","Toledo","T","Storm Norton"
46224,"6-3",310,"1995-03-23","UCLA","G","Scott Quessenberry"
46342,"5-10",183,"1995-07-28","Miami","K","Michael Badgley"
47606,"6-1",247,"1995-02-14","Alabama","LS","Cole Mazza"
47839,"5-10",187,"1998-03-12","Georgia","WR","Mecole Hardman"
47867,"6-0",324,"1996-08-09","Western Illinois","DT","Khalen Saunders"
48095,"6-5",315,"1997-08-05","Miami","T","Tyree St. Louis"
52585,"6-2",255,NA,"Michigan","DE","Michael Danna"
52792,"6-4",255,"1998-06-25","Missouri S&amp;T","DT","Tershawn Wharton"
46153,"6-3",309,"1996-08-28","North Carolina State","DT","Justin Jones"
46320,"6-0",200,"1996-04-22","Northwestern","RB","Justin Jackson"
52559,"6-1",215,"1998-01-04","Virginia","WR","Joe Reed"
52645,"6-1",200,"1997-11-09","Tulane","CB","Thakarius Keyes"
52628,"6-0",197,"1997-09-15","Ohio State","WR","K.J. Hill"
43415,"6-1",203,"1994-09-21","Florida","WR","Demarcus Robinson"
41330,"5-11",194,"1991-11-27","Florida","SS","Jaylen Watkins"
52520,"5-11",219,"1997-11-20","UCLA","RB","Joshua Kelley"
48556,"6-1",212,"1997-06-07","North Texas","WR","Jalen Guyton"
33234,"6-0",205,"1985-09-09","UCLA","WR","Matt Slater"
38707,"6-0",200,"1990-06-17","Presbyterian","CB","Justin Bethel"
40217,"6-2",203,"1989-06-06","Texas Tech","SS","Cody Davis"
42116,"5-11",210,"1992-03-28","Texas","SS","Adrian Phillips"
43079,"6-5",247,"1992-05-26","James Madison","TE","Daniel Brown"
45819,"6-5",231,"1993-02-23","Ferris State","OLB","Brady Sheldon"
46527,"6-3",235,"1996-09-19","Washington State","OLB","Frankie Luvu"
46815,"6-3",202,"1996-06-09","Limestone","WR","Vyncint Smith"
46843,"6-4",250,"1995-10-01","Temple","OLB","Sharif Finch"
47749,"6-3",255,"1994-12-15","Tennessee","FB","Jakob Johnson"
47828,"6-3",212,"1997-12-06","Vanderbilt","CB","Joejuan Williams"
47860,"6-3",251,"1995-04-19","Michigan","DE","Chase Winovich"
47963,"5-11",196,"1996-04-13","Washburn","CB","Corey Ballentine"
48141,"5-11",199,"1995-08-14","Florida Tech","SS","J.T. Hassell"
48488,"5-11",187,"1996-04-09","Illinois","K","Chase McLaughlin"
48657,"6-1",195,"1997-04-21","Boston College","WR","Jeff Smith"
48685,"6-1",235,"1997-08-13","Citadel","OLB","Noah Dawkins"
48988,"6-0",190,"1996-11-26","Bemidji State","WR","Gunner Olszewski"
52445,"6-2",216,"1996-03-22","Lenoir-Rhyne","FS","Kyle Dugger"
52990,"6-4",255,"1996-10-14","Ohio State","TE","Rashod Berry"
53000,"5-6",185,"1998-01-04","Arizona","RB","J.J. Taylor"
53051,"5-10",190,"1998-08-06","Utah","DB","Javelin Guidry"
32371,"6-1",222,"1984-11-05","Arizona","K","Nick Folk"
41069,"6-2",300,"1989-06-05","Iowa","C","James Ferentz"
42436,"6-6",301,"1991-08-03","Stanford","DE","Henry Anderson"
42509,"6-3",245,"1992-04-16","Navy","LS","Joe Cardona"
42567,"6-1",237,"1992-05-04","Baylor","ILB","Bryce Hager"
43367,"6-5",308,"1992-11-18","North Carolina State","T","Joe Thuney"
43616,"5-11",209,"1992-07-15","Notre Dame","FS","Matthias Farley"
44851,"6-0",207,"1993-03-09","Florida","FS","Marcus Maye"
44892,"6-4",266,"1994-03-18","Ohio","OLB","Tarell Basham"
44972,"6-4",335,"1994-12-13","Texas A&amp;M","T","Jermaine Eluemunor"
45395,"5-10",190,"1993-07-13","Memphis","CB","Arthur Maulet"
46141,"6-4",315,"1993-10-09","Fort Hays State","DT","Nathan Shepherd"
46204,"6-4",288,"1996-09-26","Stephen F. Austin","DE","John Franklin-Myers"
46249,"6-4",318,"1995-03-04","Connecticut","DT","Folorunso Fatukasi"
46323,"6-6",305,"1995-05-17","Cincinnati","T","Korey Cunningham"
47946,"6-2",205,"1997-06-18","Stanford","P","Jake Bailey"
52566,"6-1",201,NA,NA,"DB","Bryce Hall"
52590,"6-3",350,"1997-12-10","Michigan","G","Michael Onwenu"
52603,"6-5",290,"1995-11-27","Wake Forest","T","Justin Herron"
40149,"6-6",255,"1990-01-11","Connecticut","TE","Ryan Griffin"
43700,"5-10",190,"1993-09-20","Auburn","CB","Jonathan Jones"
46176,"6-4",252,"1996-02-23","Miami","TE","Christopher Herndon"
46501,"5-11",193,"08/24/1995","Northern Iowa","DB","Elijah Campbell"
52991,"5-8",180,"1998-01-02","Washington","DB","Myles Bryant"
40077,"6-2",260,"1990-10-14","Ohio State","DE","John Simon"
41308,"5-11",205,"1992-03-02","Florida State","SS","Terrence Brooks"
41319,"6-2",216,"1993-08-06","Mississippi","WR","Donte Moncrief"
46279,"5-9",190,"1995-10-06","Miami","WR","Braxton Berrios"
34654,"5-11",195,"1987-08-13","Rutgers","CB","Jason McCourty"
42771,"6-2",234,"1993-04-06","Marshall","ILB","Neville Hewitt"
45144,"6-2",246,"1994-06-11","Duke","LS","Thomas Hennessy"
52599,"5-11",190,"1997-11-24","Texas A&amp;M","P","Braden Mann"
53054,"6-3",215,"1998-04-13","Nebraska","DB","Lamar Jackson"
41359,"5-10",205,"1992-02-03","Wisconsin","RB","James White"
47815,"6-4",225,"1997-12-17","Arizona State","WR","N'Keal Harry"
43364,"6-4",260,"1992-03-20","Michigan State","OLB","Shilique Calhoun"
39684,"6-3",305,"1990-02-26","Pennsylvania","G","Greg Van Roten"
40048,"6-1",307,"1991-11-29","Illinois","DT","Akeem Spence"
43433,"6-4",306,"1993-04-27","Missouri","C","Connor McGovern"
44944,"6-5",275,"1994-07-26","Arkansas","DE","Deatrich Wise"
45024,"6-8",305,"1992-10-19","UCLA","T","Conor McDermott"
47875,"6-3",308,"1997-05-25","Southern California","T","Chuma Edoga"
47942,"6-3",300,"1996-05-20","Maryland","DT","Byron Cowart"
52612,"6-0",248,"1998-10-03","Wyoming","ILB","Cassh Maluia"
53053,"6-3",255,"1998-04-17","Memphis","DE","Bryce Huff"
41299,"6-3",330,"1993-11-29","USC","C","Marcus Martin"
46212,"6-2",255,"1996-08-24","Purdue","ILB","Ja'Whaun Bentley"
37224,"5-8",195,"1990-09-27","Pittsburgh","RB","Dion Lewis"
38701,"6-0",191,"1987-12-27","Missouri Western","K","Greg Zuerlein"
38737,"6-0",215,"1988-12-14","Ohio State","SS","Nate Ebner"
40081,"6-8",268,"1991-07-30","Stanford","TE","Levine Toilolo"
41599,"6-1",232,"1991-05-06","South Carolina State","ILB","Joe Thomas"
42094,"6-3",190,"1990-02-04","California, Pa.","CB","C.J. Goodwin"
42512,"6-2",245,"1993-08-08","Texas State","ILB","David Mayo"
44872,"6-0",202,"1995-05-24","Colorado","CB","Chidobe Awuzie"
45052,"6-2",225,"1996-01-06","Ohio State","WR","Noah Brown"
46294,"6-2",252,"1995-10-18","California","ILB","Devante Downs"
46916,"6-1",210,"1995-12-14","Oklahoma","FS","Steven Parker"
47959,"6-5",252,"1997-04-24","Stanford","TE","Kaden Smith"
48555,"6-3",245,"1995-08-28","Nebraska","OLB","Luke Gifford"
52531,"6-1",197,"1997-04-14","Tulsa","FS","Reggie Robinson"
52591,"6-5",233,"1998-04-01","Penn State","OLB","Cam Brown"
52626,"6-4",245,NA,"Minnesota","OLB","Carter Coughlin"
52646,"6-1",230,"1997-12-03","South Carolina","ILB","T.J. Brunson"
52718,"6-5",270,"1997-06-25","Dartmouth","DE","Niko Lalos"
52771,"6-2",215,"1997-08-31","Ohio State","WR","Austin Mack"
52930,"6-1",235,"1995-04-08","Utah","LB","Francis Bernard"
52931,"6-3",269,"1997-07-03","James Madison","DE","Ron'Dell Carter"
53041,"6-0",215,"1998-06-14","South Carolina","RB","Rico Dowdle"
35102,"6-2",202,"1987-04-09","Florida State","K","Graham Gano"
35494,"6-2",245,"1986-07-22","Penn State","OLB","Sean Lee"
38557,"6-4",315,"1990-03-08","Wisconsin","G","Kevin Zeitler"
38611,"6-4",290,"1989-11-22","Boise State","DE","Tyrone Crawford"
41263,"6-3",265,"1992-04-28","Boise State","DE","Demarcus Lawrence"
41369,"6-6",320,"1992-09-03","Stanford","T","Cameron Fleming"
41797,"6-1",250,"1990-08-13","Iowa","LS","Casey Kreiter"
42403,"6-5",255,"1992-11-23","Nebraska","DE","Randy Gregory"
43323,"6-2",245,"1995-06-14","Notre Dame","ILB","Jaylon Smith"
43517,"6-4",221,"1993-08-24","Syracuse","P","Riley Dixon"
44867,"6-3",318,"1994-02-28","Alabama","NT","Dalvin Tomlinson"
45414,"6-3",325,"1994-06-08","UCLA","DT","Eli Ankou"
46185,"6-4",255,"1997-06-10","Kansas","DE","Dorance Armstrong"
46629,"6-5",307,"1995-11-27","Nebraska","C","Nick Gates"
47800,"6-4",342,"1997-11-12","Clemson","DE","Dexter Lawrence"
47996,"6-0",204,"1995-02-21","Texas A&amp;M","SS","Donovan Wilson"
52412,"6-5",326,"1999-01-22","Georgia","T","Andrew Thomas"
52558,"6-4",317,"1997-05-12","Oregon","G","Shane Lemieux"
42460,"6-6",252,"1991-08-07","Oklahoma","TE","Blake Bell"
44837,"5-11",213,"1995-10-04","Michigan","SS","Jabrill Peppers"
45042,"6-2",205,"1993-10-06","Miami","FS","Adrian Colbert"
45255,"6-1",180,"1993-12-12","Chattanooga","WR","C.J. Board"
46998,"6-2",200,"1996-01-30","Illinois","WR","Malik Turner"
47891,"5-11",193,"1998-03-19","Notre Dame","FS","Julian Love"
47911,"6-0",209,"1997-04-30","Memphis","RB","Tony Pollard"
52934,"6-5",246,"1997-12-28","Michigan","TE","Sean McKeon"
30452,"6-5",256,"1981-03-13","California","LS","L.P. Ladouceur"
40031,"5-11",195,"1991-02-09","Rutgers","FS","Logan Ryan"
43351,"6-1",212,"1993-08-04","Samford","CB","James Bradberry"
46168,"6-1",190,"1996-02-20","Boston College","CB","Isaac Yiadom"
46277,"6-5",188,"1995-03-10","Boise State","WR","Cedrick Wilson"
50975,"6-5",243,NA,NA,"P","Hunter Niswander"
52444,"6-1",197,"1998-08-08","Alabama-Tuscaloosa, University","DB","Xavier McKinney"
38647,"6-3",315,"1990-08-31","Wake Forest","C","Joe Looney"
42349,"6-5",302,"1994-06-20","Southern California","DT","Leonard Williams"
46119,"6-5",298,"1997-05-12","Texas","G","Connor Williams"
46138,"6-3",311,"1995-04-20","North Carolina State","DT","B.J. Hill"
46281,"6-6",305,"1994-09-08","Wagner","T","Greg Senat"
48560,"6-5",314,"1997-04-01","Indiana","T","Brandon Knight"
52554,"6-3",320,"1997-11-20","Wisconsin","C","Tyler Biadasz"
52938,"6-6",310,"1997-06-04","Texas Tech","T","Terence Steele"
52425,"6-2",189,"1999-04-08","Oklahoma","WR","CeeDee Lamb"
52663,"6-3",235,"1997-03-12","Georgia","ILB","Tae Crowder"
47873,"6-5",308,"1997-11-03","Penn State","G","Connor McGovern"
40125,"6-2",203,"1990-10-01","Florida State","K","Dustin Hopkins"
43861,"5-11",225,"1994-02-27","Auburn","RB","Peyton Barber"
44021,"6-1",238,"1993-07-19","Utah","OLB","Jared Norris"
44893,"6-0",204,"1994-04-09","UCLA","CB","Fabian Moreau"
45021,"6-0",204,"1994-11-01","Auburn","SS","Rudy Ford"
45307,"5-11",200,"1995-06-30","Notre Dame","FS","Cole Luke"
45599,"5-10",220,"1994-11-02","Wisconsin","RB","Corey Clement"
46178,"6-1",206,"1995-04-11","Penn State","FS","Troy Apke"
46329,"5-9",190,"1995-11-17","Southern U.","CB","Danny Johnson"
46647,"6-3",259,"1995-07-12","Central Michigan","DE","Joe Ostman"
47840,"6-2",225,"1996-12-31","Stanford","WR","J.J. Arcega-Whiteside"
47967,"6-2",215,"1995-09-13","Old Dominion","WR","Travis Fulgham"
48037,"6-4",240,"1996-07-15","UCLA","TE","Caleb Wilson"
48516,"6-1",240,"1996-08-12","Wisconsin","ILB","T.J. Edwards"
48588,"6-3",235,"1996-10-15","California","ILB","Jordan Kunaszyk"
52570,"6-0",220,"1997-12-06","Michigan","OLB","Khaleke Hudson"
52580,"5-9",193,"1998-04-20","New Mexico State","RB","Jason Huntley"
52637,"6-3",265,NA,"North Carolina State","DE","James Smith-Williams"
52641,"6-4",247,"1996-08-22","Stanford","DE","Casey Toohill"
52797,"6-2",235,"1998-02-26","Michigan State","LB","Joe Bachie"
52904,"6-0",205,"1998-06-12","Army","DB","Elijah Riley"
53092,"6-1",220,"1997-04-20","Florida Atlantic","ILB","Rashad Smith"
37089,"6-4",265,"1988-08-16","Purdue","DE","Ryan Kerrigan"
39998,"6-1",245,"1991-05-05","Florida","ILB","Jon Bostic"
42929,"6-2",242,"1993-12-07","Montana State","OLB","Alex Singleton"
42942,"6-2",249,"1992-09-09","Old Dominion","LS","Rick Lovato"
43485,"5-10",185,"1993-08-08","Auburn","SS","Blake Countess"
45603,"5-11",194,"1992-02-24","Ohio State","P","Cameron Johnston"
46082,"6-3",320,"1997-05-27","Alabama","DT","Daron Payne"
46232,"6-3",308,"1997-07-11","Virginia Tech","DT","Tim Settle"
46649,"5-11",205,"1996-08-29","South Alabama","FS","Jeremy Reaves"
47809,"6-6",262,"1996-09-04","Mississippi State","DE","Montez Sweat"
47974,"6-0",191,"1996-01-27","Wyoming","SS","Marcus Epps"
48010,"5-11",182,"1995-08-26","James Madison","CB","Jimmy Moreland"
48051,"5-10",176,"1997-03-31","Kansas","WR","Steven Sims"
34933,"6-1",256,"1987-07-29","California","LS","Nick Sundberg"
35452,"6-2",265,"1988-04-03","Michigan","DE","Brandon Graham"
38589,"6-3",279,"1988-06-30","Marshall","DE","Vinny Curry"
38667,"6-5",290,"1990-01-11","Tennessee","DT","Malik Jackson"
39984,"6-0",190,"1991-01-01","Mississippi State","CB","Darius Slay"
40600,"6-1",220,"1990-04-18","Oklahoma","P","Tress Way"
41295,"6-6",330,"1991-03-03","Virginia","T","Morgan Moses"
41349,"6-6",250,"1991-07-01","Virginia Tech","TE","Logan Thomas"
41563,"6-8",328,"1991-07-18","Kansas State","T","Cornelius Lucas"
42348,"6-5",315,"1991-12-26","Iowa","G","Brandon Scherff"
43484,"6-5",314,"1993-09-11","San Jose State","G","Wes Schweitzer"
44967,"6-5",255,"1994-08-10","Arkansas","TE","Jeremy Sprinkle"
46219,"6-0",250,"1995-04-26","Memphis","OLB","Genard Avery"
47914,"6-3",316,"1996-05-09","Indiana","G","Wes Martin"
52535,"5-11",208,"1997-07-25","Clemson","DB","K'Von Wallace"
52564,"6-3",310,"1998-07-25","San Diego State","C","Keith Ismael"
52909,"6-4",303,"1997-02-14","Michigan State","DT","Raequan Williams"
53020,"5-11",200,NA,NA,"DB","Jameson Houston"
43368,"6-4",303,"1993-10-29","Oregon State","G","Isaac Seumalo"
44966,"5-9",167,"1995-01-21","Memphis","K","Jake Elliott"
46275,"6-7",332,"1994-12-16","Texas Christian","G","Matt Pryor"
47097,"6-6",291,"1996-09-01","Army","T","Brett Toth"
47936,"6-4",315,"1995-05-05","Alabama","C","Ross Pierschbacher"
48513,"6-4",334,"1998-07-10","Stanford","G","Nate Herbig"
52618,"6-7",310,"1997-11-22","Auburn","T","Prince Tega Wanogho"
52624,"6-2",203,NA,"Arkansas","FS","Kamren Curl"
52901,"6-4",295,"1997-06-07","Western Michigan","C","Luke Juriga"
52897,"5-10",190,"1997-09-04","Baylor","DB","Grayland Arnold"
53044,"6-2",220,"1997-01-13","Temple","WR","Isaiah Wright"
45607,"5-11",190,"1995-07-12","Houston","WR","Greg Ward"
43092,"6-0",299,"1992-11-23","North Carolina State","DT","T.Y. McGill"
43378,"6-2",305,"1993-02-07","South Carolina State","DT","Javon Hargrave"
40018,"6-1",190,"1989-12-05","Connecticut","CB","Blidi Wreh-Wilson"
40408,"6-1",240,"1990-11-03","Virginia","OLB","LaRoy Reynolds"
41808,"6-0",240,"1992-04-08","San Jose State","FB","Keith Smith"
42575,"6-3",245,"1992-02-23","Newberry","OLB","Edmond Robinson"
43397,"5-11",190,"1993-09-07","North Carolina Central","CB","Ryan Smith"
43712,"6-0",198,"1991-10-14","Florida Atlantic","CB","Sharrod Neasman"
43757,"5-11",202,"1992-10-28","Connecticut","SS","Andrew Adams"
44029,"5-11",170,"1994-04-21","Washington","WR","Jaydon Mickens"
44834,"6-3",250,"1995-03-06","Missouri","OLB","Charles Harris"
44969,"6-1",219,"1995-11-09","Wyoming","RB","Brian Hill"
45063,"6-4",270,"1993-11-01","Eastern Michigan","DE","Pat O'Connor"
45321,"6-6",256,"1993-05-28","Laval, Can.","TE","Antony Auclair"
45576,"5-10",195,"1994-08-03","Georgia Southern","K","Younghoe Koo"
46213,"6-3",215,"1996-04-04","Pennsylvania","WR","Justin Watson"
46271,"6-2",238,"1996-05-05","Wisconsin","ILB","Jack Cichy"
46394,"6-1",181,"1996-06-08","Northern Illinois","WR","Christian Blake"
46959,"6-4",250,"1995-10-10","Yale","TE","Jaeden Graham"
48388,"6-2",190,"1997-11-11","Florida Atlantic","DB","Herb Miller"
52484,"5-10",215,"1997-05-04","Vanderbilt","RB","Ke'Shawn Vaughn"
52542,"6-2",210,"1997-08-25","California","FS","Jaylinn Hawkins"
52649,"6-1",230,"1997-01-20","Temple","LB","Chapelle Russell"
52947,"6-3",240,"1997-12-14","Wagner","OLB","Cam Gill"
34707,"6-2",218,"1986-09-19","South Carolina","K","Ryan Succop"
37161,"6-3",288,"1989-03-25","Miami","DE","Allen Bailey"
40095,"6-3",263,"1990-09-16","Buffalo","DE","Steven Means"
41667,"6-6",306,"1991-02-14","James Madison","T","Josh Wells"
42404,"6-4",307,"1993-04-17","Hobart","G","Ali Marpet"
42480,"6-0",305,"1993-04-28","Clemson","DT","Grady Jarrett"
42497,"6-2",309,"1992-09-03","Fresno State","DT","Tyeler Davison"
42508,"6-5",240,"1994-06-01","Clemson","P","Bradley Pinion"
42560,"6-2",307,"1993-07-03","Southern Mississippi","DT","Rakeem Nunez-Roches"
43341,"6-1",227,"1994-11-04","Louisiana State","MLB","Deion Jones"
43444,"6-6",298,"1993-03-11","North Dakota State","T","Joe Haeg"
44376,"6-2",245,"1991-01-30","Assumption","LS","Zach Triner"
46127,"6-0",210,"1996-09-30","Colorado","CB","Isaiah Oliver"
46163,"6-6",305,"1995-01-27","Humboldt State","G","Alex Cappa"
46269,"6-2",215,"1995-08-02","Yale","MLB","Foyesade Oluokun"
46852,"6-3",312,"1994-02-18","James Madison","G","Aaron Stinnie"
47894,"5-10",212,"1996-05-30","Ohio State","CB","Kendall Sheffield"
47918,"6-5",285,"1995-11-22","Charleston, W. Va.","DT","John Cominsky"
52421,"6-5",322,"1999-01-24","Iowa","T","Tristan Wirfs"
52424,"6-2",190,"1998-09-23","Clemson","CB","A.J. Terrell"
37179,"6-5",253,"1988-07-17","Tennessee","TE","Luke Stocker"
43312,"6-2",215,"1995-06-14","Mississippi","WR","Laquon Treadwell"
47822,"6-0",195,"1997-06-19","Central Michigan","CB","Sean Murphy-Bunting"
52527,"6-3",219,"1997-08-28","Fresno State","OLB","Mykal Walker"
52691,"5-8",180,"1997-12-19","Tennessee State","WR","Chris Rowland"
37098,"6-5",321,"1989-03-22","Alabama","G","James Carpenter"
38588,"6-1",233,"1990-01-23","Nebraska","ILB","Lavonte David"
38785,"6-1",224,"1989-04-27","Auburn","LS","Josh Harris"
39993,"6-0",246,"1990-12-03","Louisiana State","ILB","Kevin Minter"
40074,"6-6",281,"1991-07-31","Michigan State","DE","William Gholston"
41232,"6-5",309,"1992-02-11","Texas A&amp;M","T","Jake Matthews"
41630,"6-3",317,"1992-05-31","Central Florida","C","Justin McCray"
46186,"5-10",198,"1997-03-18","Pittsburgh","SS","Jordan Whitehead"
46402,"6-4",305,"1996-05-10","Wesley","T","Matt Gono"
47797,"6-4",307,"1997-02-08","Boston College","G","Chris Lindstrom"
47814,"6-6",306,"1995-02-22","Washington","T","Kaleb McGary"
47890,"6-7",272,"1997-03-04","Iowa","OLB","Anthony Nelson"
52602,"6-2",315,"1996-08-22","Nebraska","DT","Khalil Davis"
52636,"5-9",199,"1996-12-05","Syracuse","P","Sterling Hofrichter"
41338,"6-0",191,"1991-08-06","Duke","CB","Ross Cockrell"
46416,"6-2",285,"1996-07-25","UCLA","DE","Jacob Tuioti-Mariner"
52455,"6-3",279,"1998-05-11","Auburn","DT","Marlon Davidson"
52453,"5-9",205,"1998-08-16","Minnesota","FS","Antoine Winfield"
38643,"6-4",240,"1989-04-26","Wake Forest","OLB","Kyle Wilber"
39109,"6-3",240,"1990-07-25","Beloit","TE","Derek Carrier"
40276,"6-3",201,"1991-07-25","Temple","K","Brandon McManus"
40656,"6-1",212,"1991-05-14","Saginaw Valley State","SS","Jeff Heath"
42992,"6-2",190,"1993-01-15","Pittsburg State","CB","De'Vante Bausby"
43425,"5-11",219,"1992-05-27","Utah","RB","Devontae Booker"
44866,"6-2",242,"1995-11-17","Ohio State","ILB","Raekwon McMillan"
45352,"6-0",240,"1994-01-10","Villanova","ILB","Austin Calitro"
45533,"6-0",231,"1994-02-21","Northwestern","ILB","Joseph Jones"
45578,"6-1",235,"1994-09-04","Notre Dame","OLB","James Onwualu"
46387,"6-3",295,"1995-05-23","Tennessee","DT","Kendal Vickers"
46908,"5-10",195,"1994-08-08","Utah State","FS","Dallin Leavitt"
47920,"6-4",250,"1997-05-06","Louisiana State","TE","Foster Moreau"
48082,"6-2",188,"1996-01-26","Stanford","DB","Alijah Holder"
48091,"6-2",240,"1996-05-20","Colorado State","ILB","Josh Watson"
48096,"6-3",255,"1996-05-15","Texas","TE","Andrew Beck"
48233,"6-1",242,"1996-07-09","Wisconsin","FB","Alec Ingold"
48241,"5-10",200,"1997-06-22","South Carolina","CB","Keisean Nixon"
48447,"5-10",202,"1997-02-12","Texas","FS","P.J. Locke"
52660,"6-2",205,"1997-09-20","Florida","WR","Tyrie Cleveland"
52662,"6-5",246,NA,"North Dakota State","OLB","Derrek Tuszka"
52814,"5-9",188,"1996-11-28","Western Michigan","RB","LeVante Bellamy"
42051,"5-8",170,"1992-03-19","McNeese State","WR","Diontae Spencer"
45345,"6-0",225,"1995-07-10","Greenville","OLB","Nicholas Morrow"
46451,"6-3",240,"1995-05-19","Colorado State","LS","Trent Sieg"
48335,"6-4",220,"1995-11-27","North Carolina State","P","A.J. Cole"
39997,"6-3",340,"1992-03-30","Ohio State","DT","Johnathan Hankins"
40113,"6-1",211,"1990-02-27","Appalachian State","P","Sam Martin"
41362,"5-9",192,"1991-04-23","Utah State","CB","Nevin Lawson"
43797,"6-3",228,"1993-11-18","Washington","OLB","Cory Littleton"
44832,"6-5",300,"1992-05-27","Utah","T","Garett Bolles"
44863,"6-4",280,"1994-09-30","Florida State","DE","DeMarcus Walker"
45550,"6-6",329,"1995-02-10","Massachusetts","T","Elijah Wilkinson"
46156,"6-5",240,"1996-05-03","Louisiana State","DE","Arden Key"
